date,amount,category,merchant,description
2025-10-07,1346.49,Groceries,BigBasket,Groceries - BigBasket
2025-10-07,514.98,Transport,IRCTC,Transport - IRCTC
2025-10-07,6934.01,Investments,SIP Payment,Investments - SIP Payment
2025-10-08,451.36,Food,Starbucks,Food - Starbucks
2025-10-08,5563.12,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-10-08,817.07,Transport,Indian Railways,Transport - Indian Railways
2025-10-08,1185.11,Bills,Jio,Bills - Jio
2025-10-08,484.94,Food,KFC,Food - KFC
2025-10-08,3613.57,Travel,Goibibo,Travel - Goibibo
2025-10-08,1277.74,Bills,Jio,Bills - Jio
2025-10-08,1096.25,Utilities,Electrician,Utilities - Electrician
2025-10-08,368.82,Food,Street Food,Food - Street Food
2025-10-08,930.92,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-08,608.43,Transport,Indian Railways,Transport - Indian Railways
2025-10-08,2651.09,Shopping,Myntra,Shopping - Myntra
2025-10-08,2554.6,Education,Udemy,Education - Udemy
2025-10-08,1815.36,Education,Book Store,Education - Book Store
2025-10-09,294.81,Food,Haldirams,Food - Haldirams
2025-10-09,1188.93,Utilities,AC Repair,Utilities - AC Repair
2025-10-09,2271.46,Groceries,DMart,Groceries - DMart
2025-10-09,470.06,Transport,Rapido,Transport - Rapido
2025-10-09,5074.8,Bills,Internet Provider,Bills - Internet Provider
2025-10-10,972.98,Bills,Internet Provider,Bills - Internet Provider
2025-10-10,10861.73,Investments,PPF,Investments - PPF
2025-10-10,2037.12,Transport,Rapido,Transport - Rapido
2025-10-10,770.38,Entertainment,Hotstar,Entertainment - Hotstar
2025-10-10,3072.3,Bills,Jio,Bills - Jio
2025-10-10,1024.97,Food,Street Food,Food - Street Food
2025-10-10,228.37,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-10,1454.2,Groceries,JioMart,Groceries - JioMart
2025-10-10,736.78,Food,Swiggy,Food - Swiggy
2025-10-10,2620.33,Education,Book Store,Education - Book Store
2025-10-10,2108.73,Personal Care,Spa,Personal Care - Spa
2025-10-10,1548.86,Groceries,BigBasket,Groceries - BigBasket
2025-10-10,774.3,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-10,991.31,Transport,Metro Card,Transport - Metro Card
2025-10-10,1189.0,Transport,Uber,Transport - Uber
2025-10-10,476.17,Food,KFC,Food - KFC
2025-10-10,1520.95,Transport,Petrol Pump,Transport - Petrol Pump
2025-10-11,263.45,Transport,Parking,Transport - Parking
2025-10-11,1597.4,Other,Transfer,Other - Transfer
2025-10-11,581.0,Food,Haldirams,Food - Haldirams
2025-10-11,776.17,Utilities,Plumber,Utilities - Plumber
2025-10-11,3190.39,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-10-11,688.56,Food,Swiggy,Food - Swiggy
2025-10-11,3981.85,Shopping,Ajio,Shopping - Ajio
2025-10-11,693.98,Food,Starbucks,Food - Starbucks
2025-10-11,920.11,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-10-11,12090.16,Travel,Travel Agent,Travel - Travel Agent
2025-10-11,730.17,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-11,1293.06,Entertainment,Netflix,Entertainment - Netflix
2025-10-12,787.88,Transport,Indian Railways,Transport - Indian Railways
2025-10-12,5021.81,Investments,SIP Payment,Investments - SIP Payment
2025-10-12,929.31,Food,Zomato,Food - Zomato
2025-10-12,1007.64,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-12,642.82,Entertainment,Spotify,Entertainment - Spotify
2025-10-12,976.38,Other,Transfer,Other - Transfer
2025-10-12,3006.5,Groceries,JioMart,Groceries - JioMart
2025-10-12,2990.44,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-10-12,957.94,Personal Care,Body Shop,Personal Care - Body Shop
2025-10-12,610.31,Entertainment,Hotstar,Entertainment - Hotstar
2025-10-12,440.49,Transport,Toll Plaza,Transport - Toll Plaza
2025-10-12,3259.96,Shopping,Croma,Shopping - Croma
2025-10-12,376.39,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-12,289.74,Food,Haldirams,Food - Haldirams
2025-10-12,3907.7,Education,Book Store,Education - Book Store
2025-10-12,6309.18,Shopping,Flipkart,Shopping - Flipkart
2025-10-13,1505.53,Bills,Gas Connection,Bills - Gas Connection
2025-10-13,734.99,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-10-13,1740.33,Other,Transfer,Other - Transfer
2025-10-13,446.38,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-10-13,2668.16,Groceries,DMart,Groceries - DMart
2025-10-13,1242.54,Personal Care,Spa,Personal Care - Spa
2025-10-13,841.02,Shopping,Lifestyle,Shopping - Lifestyle
2025-10-13,1301.22,Other,Cash Payment,Other - Cash Payment
2025-10-13,931.9,Groceries,Zepto,Groceries - Zepto
2025-10-13,1670.91,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-10-13,2412.39,Shopping,Flipkart,Shopping - Flipkart
2025-10-13,6059.49,Travel,Booking.com,Travel - Booking.com
2025-10-13,670.09,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-10-14,715.76,Transport,Petrol Pump,Transport - Petrol Pump
2025-10-14,424.51,Food,Starbucks,Food - Starbucks
2025-10-14,720.55,Utilities,Plumber,Utilities - Plumber
2025-10-14,2027.57,Shopping,DMart,Shopping - DMart
2025-10-14,530.25,Transport,Rapido,Transport - Rapido
2025-10-14,3515.63,Investments,PPF,Investments - PPF
2025-10-14,1681.11,Gifts,Archies,Gifts - Archies
2025-10-14,1681.1,Shopping,Croma,Shopping - Croma
2025-10-14,844.34,Food,Pizza Hut,Food - Pizza Hut
2025-10-14,492.0,Food,Swiggy,Food - Swiggy
2025-10-14,785.37,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-10-15,953.93,Utilities,AC Repair,Utilities - AC Repair
2025-10-15,2715.24,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-10-15,4272.27,Shopping,DMart,Shopping - DMart
2025-10-15,1525.51,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-10-15,949.34,Transport,Uber,Transport - Uber
2025-10-15,1844.19,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-10-15,725.56,Bills,Gas Connection,Bills - Gas Connection
2025-10-15,1398.13,Other,Cash Payment,Other - Cash Payment
2025-10-15,226.78,Food,Haldirams,Food - Haldirams
2025-10-15,915.5,Transport,Rapido,Transport - Rapido
2025-10-16,1165.43,Shopping,Amazon,Shopping - Amazon
2025-10-16,702.15,Transport,Rapido,Transport - Rapido
2025-10-16,477.02,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-10-16,4174.34,Education,College Fees,Education - College Fees
2025-10-16,1476.71,Gifts,Archies,Gifts - Archies
2025-10-17,1383.69,Groceries,BigBasket,Groceries - BigBasket
2025-10-17,3693.38,Groceries,Blinkit,Groceries - Blinkit
2025-10-17,8548.63,Shopping,Flipkart,Shopping - Flipkart
2025-10-17,1813.78,Food,Domino's,Food - Domino's
2025-10-17,663.09,Transport,Indian Railways,Transport - Indian Railways
2025-10-17,1832.67,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-10-17,4422.68,Other,Transfer,Other - Transfer
2025-10-17,2600.46,Groceries,Local Grocery,Groceries - Local Grocery
2025-10-18,773.62,Entertainment,Netflix,Entertainment - Netflix
2025-10-18,3667.77,Shopping,Myntra,Shopping - Myntra
2025-10-18,2878.88,Education,Book Store,Education - Book Store
2025-10-18,360.36,Transport,Indian Railways,Transport - Indian Railways
2025-10-18,200.73,Transport,Toll Plaza,Transport - Toll Plaza
2025-10-18,682.61,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-19,3966.7,Shopping,Flipkart,Shopping - Flipkart
2025-10-19,1700.42,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-10-19,1139.42,Food,McDonald's,Food - McDonald's
2025-10-19,1859.25,Education,Stationery Shop,Education - Stationery Shop
2025-10-19,1123.15,Groceries,Zepto,Groceries - Zepto
2025-10-19,3397.84,Shopping,DMart,Shopping - DMart
2025-10-19,867.46,Entertainment,Spotify,Entertainment - Spotify
2025-10-19,2212.03,Other,Cash Payment,Other - Cash Payment
2025-10-19,1156.73,Other,Miscellaneous,Other - Miscellaneous
2025-10-19,1115.43,Gifts,Gift Shop,Gifts - Gift Shop
2025-10-19,655.09,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-10-19,1029.11,Bills,Airtel,Bills - Airtel
2025-10-19,2623.44,Groceries,JioMart,Groceries - JioMart
2025-10-20,446.12,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-10-20,666.5,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-10-20,249.66,Transport,Petrol Pump,Transport - Petrol Pump
2025-10-20,266.92,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-21,472.62,Groceries,Zepto,Groceries - Zepto
2025-10-21,1558.12,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-10-21,380.86,Food,Pizza Hut,Food - Pizza Hut
2025-10-21,2229.51,Education,Coursera,Education - Coursera
2025-10-21,7270.74,Travel,Hotel,Travel - Hotel
2025-10-21,481.97,Food,Starbucks,Food - Starbucks
2025-10-21,943.83,Food,Street Food,Food - Street Food
2025-10-21,389.22,Food,Pizza Hut,Food - Pizza Hut
2025-10-22,295.1,Food,Domino's,Food - Domino's
2025-10-22,466.15,Transport,Ola,Transport - Ola
2025-10-22,1945.77,Shopping,Myntra,Shopping - Myntra
2025-10-22,1019.94,Groceries,DMart,Groceries - DMart
2025-10-22,376.32,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-10-22,953.31,Other,Transfer,Other - Transfer
2025-10-22,1109.19,Bills,Airtel,Bills - Airtel
2025-10-22,1087.23,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-10-22,737.62,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-10-22,1120.95,Groceries,BigBasket,Groceries - BigBasket
2025-10-22,1255.95,Groceries,DMart,Groceries - DMart
2025-10-22,218.51,Food,Local Restaurant,Food - Local Restaurant
2025-10-23,427.99,Transport,Indian Railways,Transport - Indian Railways
2025-10-23,558.97,Groceries,BigBasket,Groceries - BigBasket
2025-10-23,2349.81,Groceries,Local Grocery,Groceries - Local Grocery
2025-10-23,15239.0,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-10-23,638.07,Food,Starbucks,Food - Starbucks
2025-10-23,1473.83,Transport,Petrol Pump,Transport - Petrol Pump
2025-10-23,4203.36,Shopping,Myntra,Shopping - Myntra
2025-10-23,419.31,Personal Care,Laundry,Personal Care - Laundry
2025-10-23,1999.22,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-10-23,1614.08,Food,Street Food,Food - Street Food
2025-10-23,253.21,Transport,Rapido,Transport - Rapido
2025-10-23,495.7,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-24,390.47,Transport,Indian Railways,Transport - Indian Railways
2025-10-24,6474.14,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-10-24,764.38,Personal Care,Spa,Personal Care - Spa
2025-10-24,1211.36,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-10-24,1575.56,Groceries,Blinkit,Groceries - Blinkit
2025-10-24,13088.27,Travel,Travel Agent,Travel - Travel Agent
2025-10-24,4466.53,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-10-24,1819.18,Bills,Electricity Board,Bills - Electricity Board
2025-10-24,439.41,Food,KFC,Food - KFC
2025-10-24,3332.16,Shopping,Lifestyle,Shopping - Lifestyle
2025-10-25,1549.32,Shopping,Croma,Shopping - Croma
2025-10-25,1047.49,Food,Pizza Hut,Food - Pizza Hut
2025-10-25,9902.94,Travel,Travel Agent,Travel - Travel Agent
2025-10-25,1338.53,Groceries,Local Grocery,Groceries - Local Grocery
2025-10-25,770.97,Entertainment,Hotstar,Entertainment - Hotstar
2025-10-25,5988.06,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-10-25,1973.05,Groceries,BigBasket,Groceries - BigBasket
2025-10-26,2402.15,Groceries,BigBasket,Groceries - BigBasket
2025-10-26,2173.72,Other,Cash Payment,Other - Cash Payment
2025-10-26,3273.85,Other,Transfer,Other - Transfer
2025-10-26,1300.23,Food,Street Food,Food - Street Food
2025-10-26,1251.0,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-10-26,1012.57,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-10-26,6860.37,Travel,Hotel,Travel - Hotel
2025-10-26,1692.46,Food,Subway,Food - Subway
2025-10-26,5642.44,Shopping,DMart,Shopping - DMart
2025-10-27,657.94,Transport,Ola,Transport - Ola
2025-10-27,806.23,Transport,Rapido,Transport - Rapido
2025-10-27,338.74,Food,KFC,Food - KFC
2025-10-27,1381.74,Education,College Fees,Education - College Fees
2025-10-27,169.38,Food,Zomato,Food - Zomato
2025-10-27,1036.48,Groceries,JioMart,Groceries - JioMart
2025-10-27,3870.77,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-10-27,4357.63,Travel,Resort,Travel - Resort
2025-10-27,2183.0,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-10-27,680.85,Food,KFC,Food - KFC
2025-10-28,725.97,Food,McDonald's,Food - McDonald's
2025-10-28,918.03,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-28,599.25,Food,Haldirams,Food - Haldirams
2025-10-28,973.82,Food,Local Restaurant,Food - Local Restaurant
2025-10-28,781.76,Transport,Rapido,Transport - Rapido
2025-10-28,322.1,Entertainment,Hotstar,Entertainment - Hotstar
2025-10-28,719.4,Food,Subway,Food - Subway
2025-10-29,1090.36,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-10-29,627.09,Food,Swiggy,Food - Swiggy
2025-10-29,607.28,Food,Zomato,Food - Zomato
2025-10-29,2596.81,Groceries,Local Grocery,Groceries - Local Grocery
2025-10-29,1577.26,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-10-29,668.09,Food,Starbucks,Food - Starbucks
2025-10-29,1995.03,Groceries,Blinkit,Groceries - Blinkit
2025-10-29,372.38,Transport,Indian Railways,Transport - Indian Railways
2025-10-30,1576.61,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-10-30,856.72,Transport,Metro Card,Transport - Metro Card
2025-10-30,2165.04,Education,Book Store,Education - Book Store
2025-10-30,1078.76,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-10-30,1005.43,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-10-30,415.22,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-10-30,1989.27,Healthcare,1mg,Healthcare - 1mg
2025-10-30,616.13,Transport,Parking,Transport - Parking
2025-10-30,2007.09,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-10-31,356.38,Food,McDonald's,Food - McDonald's
2025-10-31,1019.11,Food,Local Restaurant,Food - Local Restaurant
2025-10-31,432.81,Food,Starbucks,Food - Starbucks
2025-10-31,291.67,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-10-31,677.37,Food,Haldirams,Food - Haldirams
2025-10-31,1013.05,Food,Zomato,Food - Zomato
2025-10-31,904.86,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-10-31,2291.76,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-10-31,1409.11,Transport,Rapido,Transport - Rapido
2025-11-01,21390.33,Travel,Hotel,Travel - Hotel
2025-11-01,4600.56,Other,UPI Payment,Other - UPI Payment
2025-11-01,1463.44,Other,Miscellaneous,Other - Miscellaneous
2025-11-01,2305.01,Subscriptions,Magazine,Subscriptions - Magazine
2025-11-01,1073.6,Food,Local Restaurant,Food - Local Restaurant
2025-11-01,1644.22,Entertainment,Spotify,Entertainment - Spotify
2025-11-01,1039.76,Groceries,DMart,Groceries - DMart
2025-11-01,270.24,Transport,Uber,Transport - Uber
2025-11-01,1490.32,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-11-01,2322.87,Groceries,BigBasket,Groceries - BigBasket
2025-11-01,666.63,Transport,Uber,Transport - Uber
2025-11-01,4550.62,Investments,PPF,Investments - PPF
2025-11-01,1522.99,Groceries,DMart,Groceries - DMart
2025-11-01,3806.16,Groceries,Local Grocery,Groceries - Local Grocery
2025-11-01,2080.06,Food,Starbucks,Food - Starbucks
2025-11-01,493.82,Food,Local Restaurant,Food - Local Restaurant
2025-11-01,17589.67,Travel,Goibibo,Travel - Goibibo
2025-11-01,3124.05,Shopping,DMart,Shopping - DMart
2025-11-01,2234.69,Education,Stationery Shop,Education - Stationery Shop
2025-11-01,1925.3,Subscriptions,News Subscription,Subscriptions - News Subscription
2025-11-01,1791.53,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-11-01,1613.59,Groceries,JioMart,Groceries - JioMart
2025-11-01,2532.51,Other,UPI Payment,Other - UPI Payment
2025-11-01,2380.42,Subscriptions,Cloud Storage,Subscriptions - Cloud Storage
2025-11-01,782.06,Food,Local Restaurant,Food - Local Restaurant
2025-11-01,658.89,Food,Starbucks,Food - Starbucks
2025-11-01,567.69,Transport,Toll Plaza,Transport - Toll Plaza
2025-11-01,1804.23,Food,Domino's,Food - Domino's
2025-11-02,850.55,Food,Barbeque Nation,Food - Barbeque Nation
2025-11-02,924.41,Food,Barbeque Nation,Food - Barbeque Nation
2025-11-02,1448.08,Food,Local Restaurant,Food - Local Restaurant
2025-11-02,2227.11,Bills,Gas Connection,Bills - Gas Connection
2025-11-02,30136.59,Travel,Booking.com,Travel - Booking.com
2025-11-02,1953.8,Groceries,JioMart,Groceries - JioMart
2025-11-02,1992.74,Food,Zomato,Food - Zomato
2025-11-02,505.64,Food,Street Food,Food - Street Food
2025-11-02,1690.8,Entertainment,Netflix,Entertainment - Netflix
2025-11-02,5768.82,Shopping,Myntra,Shopping - Myntra
2025-11-02,3081.22,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-11-02,2156.94,Education,Unacademy,Education - Unacademy
2025-11-02,4785.36,Personal Care,Body Shop,Personal Care - Body Shop
2025-11-02,1175.45,Groceries,JioMart,Groceries - JioMart
2025-11-02,3978.19,Shopping,Ajio,Shopping - Ajio
2025-11-02,1759.9,Groceries,Zepto,Groceries - Zepto
2025-11-02,379.65,Transport,Rapido,Transport - Rapido
2025-11-02,2553.5,Other,Cash Payment,Other - Cash Payment
2025-11-02,1764.4,Personal Care,Laundry,Personal Care - Laundry
2025-11-02,2342.34,Utilities,AC Repair,Utilities - AC Repair
2025-11-02,560.94,Food,Street Food,Food - Street Food
2025-11-02,6484.01,Bills,Water Board,Bills - Water Board
2025-11-02,2304.47,Food,Subway,Food - Subway
2025-11-03,756.96,Transport,Rapido,Transport - Rapido
2025-11-03,786.56,Subscriptions,Cloud Storage,Subscriptions - Cloud Storage
2025-11-03,1248.8,Transport,Parking,Transport - Parking
2025-11-03,1758.24,Groceries,Local Grocery,Groceries - Local Grocery
2025-11-03,1850.15,Transport,Ola,Transport - Ola
2025-11-03,1149.69,Personal Care,Nykaa,Personal Care - Nykaa
2025-11-03,6886.99,Bills,Vi,Bills - Vi
2025-11-03,372.6,Food,Pizza Hut,Food - Pizza Hut
2025-11-03,4872.7,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-11-03,10380.8,Bills,BSNL,Bills - BSNL
2025-11-03,7618.21,Investments,Mutual Fund,Investments - Mutual Fund
2025-11-03,3714.41,Subscriptions,Magazine,Subscriptions - Magazine
2025-11-03,4153.79,Education,Coursera,Education - Coursera
2025-11-03,2398.79,Bills,Jio,Bills - Jio
2025-11-03,510.53,Transport,Uber,Transport - Uber
2025-11-03,12315.09,Investments,SIP Payment,Investments - SIP Payment
2025-11-03,2385.23,Healthcare,Hospital,Healthcare - Hospital
2025-11-03,1197.65,Groceries,DMart,Groceries - DMart
2025-11-03,1116.93,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-11-03,491.59,Food,Domino's,Food - Domino's
2025-11-03,4445.15,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-11-04,4525.88,Shopping,Croma,Shopping - Croma
2025-11-04,5009.48,Shopping,Croma,Shopping - Croma
2025-11-04,1402.26,Bills,Vi,Bills - Vi
2025-11-04,8151.2,Education,Coaching Center,Education - Coaching Center
2025-11-04,413.17,Food,McDonald's,Food - McDonald's
2025-11-04,2955.42,Groceries,JioMart,Groceries - JioMart
2025-11-04,2597.46,Utilities,Electrician,Utilities - Electrician
2025-11-04,5682.9,Gifts,Archies,Gifts - Archies
2025-11-04,430.88,Food,Pizza Hut,Food - Pizza Hut
2025-11-04,1702.17,Other,Cash Payment,Other - Cash Payment
2025-11-04,1643.92,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-11-04,1363.72,Food,Swiggy,Food - Swiggy
2025-11-04,732.55,Transport,Ola,Transport - Ola
2025-11-04,454.91,Transport,IRCTC,Transport - IRCTC
2025-11-04,410.41,Food,Haldirams,Food - Haldirams
2025-11-04,415.39,Food,Pizza Hut,Food - Pizza Hut
2025-11-04,1769.67,Groceries,Blinkit,Groceries - Blinkit
2025-11-05,2347.28,Groceries,Blinkit,Groceries - Blinkit
2025-11-05,366.81,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-11-05,1695.6,Entertainment,Spotify,Entertainment - Spotify
2025-11-05,1270.03,Utilities,Gas Cylinder,Utilities - Gas Cylinder
2025-11-05,19085.59,Investments,Zerodha,Investments - Zerodha
2025-11-05,3915.07,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-11-05,5661.37,Gifts,Archies,Gifts - Archies
2025-11-05,3321.95,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-11-05,1019.12,Food,Local Restaurant,Food - Local Restaurant
2025-11-05,1229.14,Subscriptions,News Subscription,Subscriptions - News Subscription
2025-11-05,3709.38,Other,Transfer,Other - Transfer
2025-11-05,825.57,Food,Starbucks,Food - Starbucks
2025-11-05,2802.7,Education,Stationery Shop,Education - Stationery Shop
2025-11-05,2088.93,Groceries,BigBasket,Groceries - BigBasket
2025-11-05,8939.93,Investments,Zerodha,Investments - Zerodha
2025-11-05,741.81,Groceries,JioMart,Groceries - JioMart
2025-11-06,5894.47,Groceries,Blinkit,Groceries - Blinkit
2025-11-06,2487.93,Bills,BSNL,Bills - BSNL
2025-11-06,1714.91,Food,Street Food,Food - Street Food
2025-11-06,2192.83,Groceries,Zepto,Groceries - Zepto
2025-11-06,1932.06,Groceries,DMart,Groceries - DMart
2025-11-06,783.61,Food,Subway,Food - Subway
2025-11-06,1023.59,Food,KFC,Food - KFC
2025-11-06,3010.2,Groceries,BigBasket,Groceries - BigBasket
2025-11-06,1133.98,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-11-06,536.01,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-11-06,2105.48,Food,Haldirams,Food - Haldirams
2025-11-06,2136.09,Food,Domino's,Food - Domino's
2025-11-06,5492.2,Shopping,Croma,Shopping - Croma
2025-11-06,644.03,Food,Haldirams,Food - Haldirams
2025-11-06,2323.76,Groceries,Zepto,Groceries - Zepto
2025-11-06,699.3,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-11-07,3029.59,Groceries,JioMart,Groceries - JioMart
2025-11-07,956.06,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-11-07,883.11,Food,Pizza Hut,Food - Pizza Hut
2025-11-07,1292.67,Food,Barbeque Nation,Food - Barbeque Nation
2025-11-07,5256.12,Shopping,Lifestyle,Shopping - Lifestyle
2025-11-07,1530.27,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-11-07,10386.99,Investments,PPF,Investments - PPF
2025-11-07,2666.32,Bills,Jio,Bills - Jio
2025-11-07,1442.07,Entertainment,Hotstar,Entertainment - Hotstar
2025-11-07,1507.1,Travel,MakeMyTrip,Travel - MakeMyTrip
2025-11-07,1727.28,Bills,Gas Connection,Bills - Gas Connection
2025-11-07,6541.25,Travel,Booking.com,Travel - Booking.com
2025-11-07,1818.99,Transport,Indian Railways,Transport - Indian Railways
2025-11-07,1224.9,Bills,Water Board,Bills - Water Board
2025-11-07,1910.29,Subscriptions,Magazine,Subscriptions - Magazine
2025-11-07,1801.96,Bills,Vi,Bills - Vi
2025-11-07,869.48,Transport,Parking,Transport - Parking
2025-11-07,6586.53,Investments,Mutual Fund,Investments - Mutual Fund
2025-11-07,3160.37,Shopping,Lifestyle,Shopping - Lifestyle
2025-11-08,2081.3,Transport,Uber,Transport - Uber
2025-11-08,3937.4,Entertainment,Netflix,Entertainment - Netflix
2025-11-08,5462.24,Shopping,Amazon,Shopping - Amazon
2025-11-08,857.67,Transport,Rapido,Transport - Rapido
2025-11-08,1567.51,Transport,Indian Railways,Transport - Indian Railways
2025-11-08,885.76,Food,Barbeque Nation,Food - Barbeque Nation
2025-11-08,2390.95,Groceries,JioMart,Groceries - JioMart
2025-11-08,1179.07,Utilities,Electrician,Utilities - Electrician
2025-11-08,354.79,Transport,Toll Plaza,Transport - Toll Plaza
2025-11-08,843.59,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-11-08,2479.44,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-11-08,984.06,Entertainment,Hotstar,Entertainment - Hotstar
2025-11-08,5565.63,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-11-09,2922.61,Bills,Water Board,Bills - Water Board
2025-11-09,1385.2,Healthcare,1mg,Healthcare - 1mg
2025-11-09,1175.29,Transport,IRCTC,Transport - IRCTC
2025-11-09,4793.73,Other,UPI Payment,Other - UPI Payment
2025-11-09,588.04,Transport,Petrol Pump,Transport - Petrol Pump
2025-11-09,1083.43,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-11-09,1033.28,Food,KFC,Food - KFC
2025-11-09,1496.48,Transport,Parking,Transport - Parking
2025-11-09,663.72,Food,Haldirams,Food - Haldirams
2025-11-09,1385.45,Healthcare,Hospital,Healthcare - Hospital
2025-11-10,2731.38,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-11-10,1342.82,Personal Care,Salon,Personal Care - Salon
2025-11-10,1587.04,Utilities,AC Repair,Utilities - AC Repair
2025-11-10,1372.04,Bills,Water Board,Bills - Water Board
2025-11-10,2166.2,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-11-10,3471.11,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-11-10,552.4,Food,Subway,Food - Subway
2025-11-10,9539.76,Travel,Hotel,Travel - Hotel
2025-11-10,459.25,Food,Starbucks,Food - Starbucks
2025-11-10,693.4,Entertainment,Netflix,Entertainment - Netflix
2025-11-10,280.31,Transport,Toll Plaza,Transport - Toll Plaza
2025-11-10,2165.59,Other,Cash Payment,Other - Cash Payment
2025-11-10,593.33,Food,Local Restaurant,Food - Local Restaurant
2025-11-10,8357.41,Travel,Travel Agent,Travel - Travel Agent
2025-11-10,9513.07,Bills,Vi,Bills - Vi
2025-11-10,1368.72,Food,Street Food,Food - Street Food
2025-11-10,1196.55,Food,Swiggy,Food - Swiggy
2025-11-10,334.02,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-11-10,1037.87,Food,Pizza Hut,Food - Pizza Hut
2025-11-10,1379.64,Transport,Rapido,Transport - Rapido
2025-11-10,968.18,Food,Haldirams,Food - Haldirams
2025-11-10,1374.9,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-11-10,1688.79,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-11-11,9423.09,Travel,Hotel,Travel - Hotel
2025-11-11,856.94,Food,Barbeque Nation,Food - Barbeque Nation
2025-11-11,3318.89,Shopping,DMart,Shopping - DMart
2025-11-11,7247.25,Investments,Groww,Investments - Groww
2025-11-11,11640.01,Investments,PPF,Investments - PPF
